MANDT,PROFN,AKTPS,MODDA,MODTI,MODBE,DIVIS,TYP,NRAUT
001,&_SAP_ALL_00,A,21.02.2017,18:54:55,DDIC,,G,3742
001,&_SAP_ALL_01,A,16.05.2017,14:09:45,DDIC,,G,3742
001,&_SAP_ALL_02,A,16.05.2017,14:09:45,DDIC,,G,3742
001,&_SAP_ALL_03,A,16.05.2017,14:09:45,DDIC,,G,3742
001,&_SAP_ALL_04,A,16.05.2017,14:09:45,DDIC,,G, 794
001,B_ALE_ALL,A,21.10.1998,14:50:31,SAP,,S, 178
001,B_ALE_GRP_AD,A,25.01.1999,11:10:05,SAP,,S,  24
001,B_ALE_GRP_AL,A,25.01.1999,11:08:22,SAP,,S,  24
001,B_ALE_MO_DIS,A,23.04.1998,10:17:47,SAP,,S,  24
001,B_LSMW_ALL,A,04.04.2001,12:27:53,SAP,,S,  68
001,B_LSMW_CHG,A,04.04.2001,12:26:16,SAP,,S,  68
001,B_LSMW_EXEC,A,04.04.2001,12:27:18,SAP,,S,  68
001,B_LSMW_SHOW,A,04.04.2001,12:24:56,SAP,,S,  68
001,D_MD_DAT_EDI,A,17.08.2000,14:19:10,SAP,,S,  24
001,D_MD_DAT_SHW,A,17.08.2000,14:19:44,SAP,,S,  24
001,D_MD_DEF_EDI,A,17.08.2000,14:17:59,SAP,,S,  24
001,D_MD_DEF_SHW,A,17.08.2000,14:17:17,SAP,,S,  24
001,D_SVAS_DEV,A,24.09.1999,15:47:45,SAP,,S,  46
001,D_SVAS_DISP,A,24.09.1999,15:49:18,SAP,,S,  46
001,D_SVAS_DISPO,A,24.09.1999,15:35:02,SAP,,S,  46
001,D_SVAS_PDISP,A,20.09.1999,12:40:04,SAP,,S,  46
001,D_SVAS_PENGF,A,20.09.1999,13:30:42,SAP,,S,  46
001,D_SVAS_PENGR,A,20.09.1999,13:35:04,SAP,,S,  46
001,D_SVAS_SESS,A,24.09.1999,15:52:13,SAP,,S,  90
001,D_SVAS_SV_WP,A,16.03.2000,14:40:40,SAP,,S,  68
001,D_SVAS_TRANS,A,24.09.1999,15:53:27,SAP,,S,  24
001,P_PLAN_ALL,A,18.08.1997,16:43:25,SAP,,S,  46
001,SAP_ALL,A,23.06.2015,15:16:21,SAP,,C,  62
001,SAP_NEW,A,10.09.2011,08:49:01,SAP,,C, 218
001,SAP_NEW_40C,A,30.04.1998,10:06:02,SAP,,C,  26
001,S_A.CPIC,A,28.07.1997,16:01:06,SAP,,S,  68
001,S_A.CTWFUSER,A,02.07.2001,15:09:17,SAP,,S, 420
001,S_A.CUSTOMIZ,A,03.06.1998,17:40:06,SAP,,S, 904
001,S_A.SCON,A,29.06.1999,16:29:42,SAP,,S,  90
001,S_A.SYSTEM,A,04.08.1998,13:24:59,SAP,,S,1586
001,S_A.TMSADM,A,20.10.2014,14:38:10,SAP,,S, 178
001,S_A.TMSCFG,A,22.04.1999,17:53:56,SAP,,S,  24
001,S_A.TMSWF,A,08.07.2002,15:54:18,SAP,,S,  90
001,S_A.USER_BCO,A,13.08.1997,09:31:40,SAP,,S,  68
001,S_ABAP_ALL,A,16.07.1997,16:29:30,SAP,,S, 222
001,S_ACTSPLUS,A,20.02.2009,08:31:20,SAP,,G, 112
001,S_ADDR_ALL,A,25.02.1997,17:13:33,SAP,,S,  68
001,S_ADM,A,15.10.1997,13:54:59,SAP,,C,  62
001,S_ADMI_ALL,A,22.02.1999,14:54:30,SAP,,S, 178
001,S_ADMI_FCD,A,23.06.1997,13:06:27,SAP,,S,  90
001,S_ADMI_SAP,A,13.01.1997,10:52:22,SAP,,S, 134
001,S_ADMI_SPO_A,A,03.07.1997,22:01:44,SAP,,S,  24
001,S_ADMI_SPO_D,A,03.07.1997,22:02:45,SAP,,S,  24
001,S_ADMI_SPO_E,A,03.07.1997,22:03:29,SAP,,S,  24
001,S_ADMI_SPO_J,A,03.07.1997,22:04:15,SAP,,S,  24
001,S_ADMI_SPO_T,A,24.09.1997,12:13:25,SAP,,S,  24
001,S_ADM_REST,A,08.08.1997,11:21:43,SAP,,S, 244
001,S_AI_SMD_E2E,A,23.02.2010,17:51:18,SAP,,S, 200
001,S_ALV_ADMI,A,25.06.2009,16:25:58,SAP,,G, 112
001,S_AL_ALL,A,09.02.2005,15:10:17,SAP,,S,  90
001,S_AL_ALL_PRI,A,20.01.1998,17:16:52,SAP,,S,  24
001,S_ANUEB,A,15.10.1997,12:38:26,SAP,,C,  14
001,S_ANUEB_REST,A,18.07.1997,16:12:38,SAP,,S,  46
001,S_APPL_LOG_A,A,23.09.1994,13:17:01,SAP,,S,  24
001,S_ARCH_ALL,A,09.05.1995,12:58:57,SAP,,S,  24
001,S_ASAPIA,A,16.11.1999,18:44:28,SAP,,S,  24
001,S_ASAPIAA,A,17.11.1999,08:53:09,SAP,,S,  24
001,S_ASAPIAD,A,17.11.1999,08:50:48,SAP,,S,  24
001,S_ASAPIADC,A,25.11.1999,10:02:50,SAP,,S,  24
001,S_AUT_ADMI,A,19.02.2009,16:51:47,SAP,,G, 178
001,S_AUT_USER,A,19.02.2009,16:52:46,SAP,,G, 112
001,S_B20,A,11.02.2005,15:21:07,SAP,,C, 230
001,S_BCDEV,A,05.02.1998,15:00:28,SAP,,C,  26
001,S_BDC_ALL,A,27.04.1992,14:45:02,SAP,,S, 134
001,S_BDLSM_READ,A,03.09.2004,16:31:19,SAP,,S,  46
001,S_BI-BCTRA,A,01.02.2005,15:54:44,SAP,,G,  24
001,S_BI-WHM_RFC,A,29.11.2004,12:28:11,SAP,,C,  74
001,S_BI-WHM_SPC,A,21.01.2010,16:09:20,SAP,,S, 156
001,S_BI-WX_RFC,A,17.11.2006,13:16:50,SAP,,C,  74
001,S_BI-WX_RFCA,A,19.06.1998,22:08:38,SAP,,S,  24
001,S_BIN,A,16.02.2005,11:17:02,SAP,,C, 254
001,S_BI_DEBUG,A,19.06.1998,22:07:06,SAP,,S,  24
001,S_BI_UPLOAD,A,27.03.1998,09:51:45,SAP,,S,  24
001,S_BRAN_ALL,A,13.02.1995,09:08:50,SAP,,S,  24
001,S_BRAN_UMS,A,05.10.1995,18:34:57,SAP,,S,  24
001,S_BTCH,A,25.06.1997,16:56:34,SAP,,S,  68
001,S_BTCH_ADM,A,19.05.1992,12:10:19,SAP,,S,  68
001,S_BTCH_ALL,A,11.07.1996,11:38:30,SAP,,S,  90
001,S_BW_D____,A,15.08.2000,10:19:10,SAP,,G,3302
001,S_BW_D____1,A,15.08.2000,10:19:10,SAP,,G,1080
001,S_BW_RFC,A,20.12.2013,09:41:32,SAP,,S, 332
001,S_CALENDAR_A,A,20.02.1992,12:35:17,SAP,,S,  24
001,S_CSMREG,A,23.05.2011,16:21:44,SAP,,S, 156
001,S_CTS_PROJEC,A,09.02.2005,12:01:28,SAP,,S,  90
001,S_CUS_CMP,A,05.04.2001,08:37:35,SAP,,S, 112
001,S_DAMO,A,16.12.1994,15:42:41,SAP,,S,  46
001,S_DB2_ALLU,A,03.08.1998,11:09:38,SAP,,S,  24
001,S_DB2_COMM,A,03.08.1998,11:11:33,SAP,,S,  90
001,S_DB2_DBADM,A,18.11.2009,15:18:17,SAP,,S, 222
001,S_DB2_DBALRT,A,18.05.1999,17:04:13,SAP,,S,  24
001,S_DB2_DBUTIL,A,18.11.2009,15:16:43,SAP,,S,  24
001,S_DB2_EXPC,A,03.08.1998,11:27:58,SAP,,S,  68
001,S_DDIC01,A,19.02.1997,17:39:18,SAP,,C,  62
001,S_DDIC01Z,A,20.02.1997,14:11:32,SAP,,C,  62
001,S_DDIC02,A,20.02.1997,17:35:38,SAP,,C,  62
001,S_DDIC02Z,A,20.02.1997,17:52:09,SAP,,C,  62
001,S_DDIC03,A,21.02.1997,14:51:05,SAP,,C,  62
001,S_DDIC03Z,A,21.02.1997,16:51:29,SAP,,C,  62
001,S_DDIC04,A,24.02.1997,09:46:22,SAP,,C,  62
001,S_DDIC04DB,A,26.02.1997,11:52:44,SAP,,C,  62
001,S_DDIC04Z,A,24.02.1997,10:26:43,SAP,,C,  62
001,S_DDIC04ZDB,A,26.02.1997,13:24:01,SAP,,C,  62
001,S_DDIC05,A,24.02.1997,11:43:06,SAP,,C,  62
001,S_DDIC05Z,A,24.02.1997,11:44:39,SAP,,C,  62
001,S_DDIC06,A,24.02.1997,17:06:07,SAP,,C,  62
001,S_DDIC06Z,A,24.02.1997,17:08:18,SAP,,C,  62
001,S_DDIC07,A,25.02.1997,08:39:57,SAP,,C,  62
001,S_DDIC07Z,A,25.02.1997,08:41:44,SAP,,C,  62
001,S_DDIC08,A,25.02.1997,09:22:35,SAP,,C,  62
001,S_DDIC08Z,A,25.02.1997,09:23:46,SAP,,C,  62
001,S_DDIC09,A,25.02.1997,09:54:49,SAP,,C,  62
001,S_DDIC09DB,A,26.02.1997,14:01:24,SAP,,C,  62
001,S_DDIC09Z,A,25.02.1997,10:04:34,SAP,,C,  62
001,S_DDIC09ZDB,A,26.02.1997,14:13:37,SAP,,C,  62
001,S_DDIC10,A,25.02.1997,10:34:57,SAP,,C,  62
001,S_DDIC10Z,A,25.02.1997,10:36:25,SAP,,C,  62
001,S_DDIC11,A,27.02.1997,11:25:36,SAP,,C,  38
001,S_DDIC11Z,A,27.02.1997,11:27:03,SAP,,C,  38
001,S_DDIC12,A,27.02.1997,13:14:55,SAP,,C,  38
001,S_DDIC12Z,A,27.02.1997,13:16:11,SAP,,C,  38
001,S_DDIC13,A,27.02.1997,14:11:01,SAP,,C,  38
001,S_DDIC13Z,A,27.02.1997,14:11:54,SAP,,C,  38
001,S_DDIC14,A,28.02.1997,10:30:33,SAP,,C,  38
001,S_DDIC14DB,A,28.02.1997,10:59:38,SAP,,C,  38
001,S_DDIC14Z,A,28.02.1997,10:38:14,SAP,,C,  38
001,S_DDIC14ZDB,A,28.02.1997,11:01:10,SAP,,C,  38
001,S_DDIC15,A,28.02.1997,13:07:23,SAP,,C,  38
001,S_DDIC15DB,A,28.02.1997,13:14:07,SAP,,C,  38
001,S_DDIC15Z,A,28.02.1997,13:45:31,SAP,,C,  38
001,S_DDIC15ZDB,A,28.02.1997,14:08:44,SAP,,C,  38
001,S_DDIC16,A,28.02.1997,15:06:57,SAP,,C,  38
001,S_DDIC16Z,A,28.02.1997,15:08:02,SAP,,C,  38
001,S_DDIC_AEW,A,05.06.1997,14:48:07,SAP,,S, 112
001,S_DDIC_MDI,A,05.11.2003,12:55:25,SAP,,S,  24
001,S_DEVC01,A,06.03.1997,13:42:58,SAP,,S,  24
001,S_DEVC01Z,A,06.03.1997,13:56:20,SAP,,S,  24
001,S_DEVC02,A,06.03.1997,14:34:09,SAP,,S,  46
001,S_DEVC02Z,A,06.03.1997,14:35:03,SAP,,S,  46
001,S_DEVC03,A,06.03.1997,14:58:16,SAP,,S,  68
001,S_DEVC03Z,A,06.03.1997,14:59:23,SAP,,S,  68
001,S_DEVC04,A,06.03.1997,15:57:56,SAP,,S,  90
001,S_DEVC04Z,A,06.03.1997,15:57:39,SAP,,S,  90
001,S_DEVELOP,A,25.05.1999,16:57:41,SAP,,S, 134
001,S_DEVELOP_AL,A,09.01.1998,10:49:47,SAP,,S,  24
001,S_DEVELOP_D,A,09.01.1998,10:37:57,SAP,,S, 156
001,S_DEV_CATT,A,26.07.1995,16:24:08,SAP,,S,  24
001,S_DIAL01,A,04.03.1997,16:08:02,SAP,,S,  24
001,S_DIAL01Z,A,04.03.1997,16:13:26,SAP,,S,  24
001,S_DIAL02,A,05.03.1997,10:46:06,SAP,,S,  46
001,S_DIAL02Z,A,05.03.1997,10:46:54,SAP,,S,  46
001,S_DIAL03,A,05.03.1997,11:17:49,SAP,,S,  68
001,S_DIAL03Z,A,05.03.1997,11:18:04,SAP,,S,  68
001,S_DIAL04,A,05.03.1997,11:36:05,SAP,,S,  90
001,S_DIAL04Z,A,05.03.1997,11:36:46,SAP,,S,  90
001,S_DMIG,A,02.03.1995,11:58:21,SAP,,S,  24
001,S_DMOD01,A,26.02.1997,14:53:31,SAP,,C,  38
001,S_DMOD01Z,A,26.02.1997,14:54:55,SAP,,C,  38
001,S_DMOD02,A,26.02.1997,15:11:24,SAP,,C,  38
001,S_DMOD02Z,A,26.02.1997,15:12:37,SAP,,C,  38
001,S_DMOD03,A,26.02.1997,15:54:51,SAP,,C,  38
001,S_DMOD03Z,A,26.02.1997,15:56:35,SAP,,C,  38
001,S_DMOD04,A,26.02.1997,16:28:10,SAP,,C,  38
001,S_DMOD04Z,A,26.02.1997,16:29:02,SAP,,C,  38
001,S_DMOD_1,A,11.01.1995,10:55:27,SAP,,S,  68
001,S_DMOD_2,A,11.01.1995,10:56:00,SAP,,S,  68
001,S_DMOD_3,A,11.01.1995,10:56:26,SAP,,S,  68
001,S_DMOD_4,A,11.01.1995,10:56:44,SAP,,S,  68
001,S_DMOD_5,A,11.01.1995,10:57:02,SAP,,S,  68
001,S_DMOD_8,A,11.01.1995,10:57:25,SAP,,S,  90
001,S_DOKUF$TMP,A,25.10.1993,16:02:14,SAP,,S,  24
001,S_DOKUFS,A,16.07.1993,12:41:38,SAP,,S,  24
001,S_DOKU_AUTH,A,25.10.1993,16:08:57,SAP,,S,  24
001,S_DOMA01,A,19.02.1997,15:16:42,SAP,,S,  24
001,S_DOMA01Z,A,20.02.1997,13:32:09,SAP,,S,  24
001,S_DOMA02,A,20.02.1997,14:46:33,SAP,,S,  46
001,S_DOMA02Z,A,20.02.1997,17:07:18,SAP,,S,  46
001,S_DOMA03,A,21.02.1997,14:34:09,SAP,,S,  68
001,S_DOMA03Z,A,21.02.1997,16:41:56,SAP,,S,  68
001,S_DOMA04,A,24.02.1997,09:36:55,SAP,,S,  90
001,S_DOMA04Z,A,24.02.1997,10:18:54,SAP,,S,  90
001,S_DOMA05,A,24.02.1997,11:31:12,SAP,,S,  24
001,S_DOMA05Z,A,24.02.1997,11:37:33,SAP,,S,  24
001,S_DTEL01,A,19.02.1997,15:30:22,SAP,,S,  24
001,S_DTEL01Z,A,20.02.1997,13:39:18,SAP,,S,  24
001,S_DTEL02,A,20.02.1997,14:49:42,SAP,,S,  46
001,S_DTEL02Z,A,20.02.1997,17:40:31,SAP,,S,  46
001,S_DTEL03,A,21.02.1997,14:36:37,SAP,,S,  68
001,S_DTEL03Z,A,21.02.1997,16:43:12,SAP,,S,  68
001,S_DTEL04,A,24.02.1997,09:39:49,SAP,,S,  90
001,S_DTEL04Z,A,24.02.1997,10:20:26,SAP,,S,  90
001,S_DTEL05,A,24.02.1997,11:33:12,SAP,,S,  24
001,S_DTEL05Z,A,24.02.1997,11:38:34,SAP,,S,  24
001,S_E2ESATDISP,A,21.12.2007,17:37:03,SAP,,S, 178
001,S_ECATTADM,A,13.01.2011,09:54:31,SAP,,G, 134
001,S_ECAT____,A,29.09.2005,15:49:34,SAP,,G, 134
001,S_ECDEV___,A,26.01.2011,09:48:42,SAP,,G,  68
001,S_ECET_RFC,A,03.03.2010,17:51:41,SAP,,G,  68
001,S_ECFUN___,A,26.01.2011,09:47:04,SAP,,G,  46
001,S_ECR_EXEC,A,26.01.2011,09:47:57,SAP,,G,  68
001,S_ECSHOW__,A,02.12.2004,11:09:20,SAP,,G,  68
001,S_ECST____,A,29.09.2005,15:50:30,SAP,,G, 112
001,S_ECTSOTPL,A,27.02.2009,09:57:39,SAP,,G, 134
001,S_ECTSTTPL,A,27.02.2009,09:44:28,SAP,,G,  68
001,S_ENQU06,A,24.02.1997,16:52:54,SAP,,S,  24
001,S_ENQU06Z,A,24.02.1997,16:58:44,SAP,,S,  24
001,S_ENQU07,A,25.02.1997,08:16:55,SAP,,S,  46
001,S_ENQU07Z,A,25.02.1997,08:26:08,SAP,,S,  46
001,S_ENQU08,A,25.02.1997,09:07:49,SAP,,S,  68
001,S_ENQU08Z,A,25.02.1997,09:14:04,SAP,,S,  68
001,S_ENQU09,A,25.02.1997,09:49:14,SAP,,S,  90
001,S_ENQU09Z,A,25.02.1997,09:58:21,SAP,,S,  90
001,S_ENQU10,A,25.02.1997,10:24:08,SAP,,S,  24
001,S_ENQU10Z,A,25.02.1997,10:28:39,SAP,,S,  24
001,S_ENTW,A,15.10.1997,13:54:24,SAP,,C,  74
001,S_ENTW+,A,16.10.1997,09:40:30,SAP,,S, 112
001,S_ENTW++,A,17.01.1996,09:28:59,SAP,,S, 112
001,S_ENTWBC,A,10.06.2010,16:06:12,SAP,,C,  62
001,S_ENTW_DOKU,A,23.10.1995,16:05:58,SAP,,S,  46
001,S_ENTW_TAB,A,30.06.1997,08:17:00,SAP,,S,  68
001,S_ENTW_TAB+,A,25.06.1997,17:50:30,SAP,,S,  24
001,S_ENTW_TAB++,A,22.04.1997,13:44:27,SAP,,S,  90
001,S_EUMG,A,15.10.1997,12:37:57,SAP,,C,  14
001,S_FIELDSEL,A,05.06.1992,20:20:44,SAP,,S,  24
001,S_FUGR01,A,03.03.1997,14:43:42,SAP,,S,  24
001,S_FUGR01Z,A,03.03.1997,15:10:22,SAP,,S,  24
001,S_FUGR02,A,03.03.1997,16:38:20,SAP,,S,  46
001,S_FUGR02Z,A,03.03.1997,16:40:30,SAP,,S,  46
001,S_FUGR03,A,03.03.1997,17:30:49,SAP,,S,  68
001,S_FUGR03Z,A,03.03.1997,17:32:52,SAP,,S,  68
001,S_FUGR04,A,03.03.1997,17:55:58,SAP,,S,  90
001,S_FUGR04Z,A,03.03.1997,17:56:28,SAP,,S,  90
001,S_HIERARCHY,A,24.04.1998,18:00:37,SAP,,S,  24
001,S_HIERARCHYD,A,17.11.1999,08:48:15,SAP,,S,  24
001,S_IDOCREPA,A,23.03.1998,15:31:48,SAP,,S,  24
001,S_IDOC_ALL,A,13.12.1995,16:48:13,SAP,,S, 134
001,S_IDOC_ALL+,A,16.10.1997,15:49:17,SAP,,S, 112
001,S_IMG_ACTIV,A,12.12.1995,10:21:45,SAP,,S,  24
001,S_INDX01,A,27.02.1997,11:13:56,SAP,,S,  24
001,S_INDX01Z,A,27.02.1997,11:17:06,SAP,,S,  24
001,S_INDX02,A,27.02.1997,13:09:33,SAP,,S,  46
001,S_INDX02Z,A,27.02.1997,13:10:41,SAP,,S,  46
001,S_INDX03,A,27.02.1997,13:59:41,SAP,,S,  68
001,S_INDX03Z,A,27.02.1997,14:00:34,SAP,,S,  68
001,S_INDX04,A,28.02.1997,10:20:05,SAP,,S,  90
001,S_INDX04DB,A,28.02.1997,10:50:32,SAP,,S, 134
001,S_INDX04Z,A,28.02.1997,10:26:13,SAP,,S,  90
001,S_INDX04ZDB,A,28.02.1997,10:53:38,SAP,,S, 134
001,S_INDX05,A,28.02.1997,13:04:43,SAP,,S, 112
001,S_INDX05DB,A,28.02.1997,13:11:24,SAP,,S, 156
001,S_INDX05Z,A,28.02.1997,13:39:50,SAP,,S, 112
001,S_INDX05ZDB,A,28.02.1997,13:59:26,SAP,,S, 156
001,S_INDX06,A,28.02.1997,14:45:37,SAP,,S,  90
001,S_INDX06Z,A,28.02.1997,14:48:21,SAP,,S,  90
001,S_IS_MONIT,A,26.04.2007,10:38:49,SAP,,G,  46
001,S_IS_MONITOR,A,23.02.2010,17:44:58,SAP,,S,  46
001,S_IWB_ACTS,A,04.02.1999,17:44:02,SAP,,C,  50
001,S_IWB_ADM_AL,A,25.09.1998,16:35:28,SAP,,S,  24
001,S_IWB_ALL_CH,A,04.02.1999,17:39:12,SAP,,S,  24
001,S_IWB_ALL_CR,A,04.02.1999,17:41:38,SAP,,S,  24
001,S_IWB_ALL_DE,A,04.02.1999,17:42:16,SAP,,S,  24
001,S_IWB_ALL_DI,A,04.02.1999,17:40:53,SAP,,S,  24
001,S_LANG_ALL,A,11.09.2000,11:41:13,SAP,,S,  46
001,S_LAW_COMM,A,16.11.2005,14:04:02,SAP,,S,  68
001,S_LDBA01,A,04.03.1997,16:10:38,SAP,,S,  24
001,S_LDBA01Z,A,04.03.1997,16:15:02,SAP,,S,  24
001,S_LDBA02,A,05.03.1997,10:47:47,SAP,,S,  46
001,S_LDBA02Z,A,05.03.1997,10:48:39,SAP,,S,  46
001,S_LDBA03,A,05.03.1997,11:16:56,SAP,,S,  68
001,S_LDBA03Z,A,05.03.1997,11:17:17,SAP,,S,  68
001,S_LDBA04,A,05.03.1997,11:39:27,SAP,,S,  90
001,S_LDBA04Z,A,05.03.1997,11:39:53,SAP,,S,  90
001,S_MCID06,A,24.02.1997,16:54:36,SAP,,S,  24
001,S_MCID06Z,A,24.02.1997,17:00:30,SAP,,S,  24
001,S_MCID07,A,25.02.1997,08:20:17,SAP,,S,  46
001,S_MCID07Z,A,25.02.1997,08:27:38,SAP,,S,  46
001,S_MCID08,A,25.02.1997,09:09:14,SAP,,S,  68
001,S_MCID08Z,A,25.02.1997,09:15:16,SAP,,S,  68
001,S_MCID09,A,25.02.1997,09:50:17,SAP,,S,  90
001,S_MCID09DB,A,26.02.1997,13:55:22,SAP,,S, 134
001,S_MCID09Z,A,25.02.1997,10:01:35,SAP,,S,  90
001,S_MCID09ZDB,A,26.02.1997,14:08:50,SAP,,S, 134
001,S_MCID10,A,26.02.1997,14:35:12,SAP,,S,  68
001,S_MCID10Z,A,26.02.1997,14:40:15,SAP,,S,  68
001,S_MCOB06,A,24.02.1997,16:56:29,SAP,,S,  24
001,S_MCOB06Z,A,24.02.1997,17:01:47,SAP,,S,  24
001,S_MCOB07,A,25.02.1997,08:21:58,SAP,,S,  46
001,S_MCOB07Z,A,25.02.1997,08:33:23,SAP,,S,  46
001,S_MCOB08,A,25.02.1997,09:10:29,SAP,,S,  68
001,S_MCOB08Z,A,25.02.1997,09:16:32,SAP,,S,  68
001,S_MCOB09,A,25.02.1997,09:51:22,SAP,,S,  90
001,S_MCOB09DB,A,26.02.1997,13:57:34,SAP,,S, 134
001,S_MCOB09Z,A,25.02.1997,10:00:29,SAP,,S,  90
001,S_MCOB09ZDB,A,26.02.1997,14:10:22,SAP,,S, 134
001,S_MCOB10,A,26.02.1997,14:36:33,SAP,,S,  68
001,S_MCOB10Z,A,26.02.1997,14:41:13,SAP,,S,  68
001,S_MDT_ALL,A,14.05.1998,16:05:34,SAP,,S,  24
