MANDT,PROFN,AKTPS,MODDA,MODTI,MODBE,DIVIS,TYP,NRAUT
001,S_USER_P,A,05.02.1998,15:45:15,SAP,,S,  24
001,S_USER_RFC,A,23.06.1997,11:05:01,SAP,,S,  24
001,S_USER_SAP,A,01.04.1993,09:35:57,SAP,,S,  68
001,S_USER_SHOW,A,20.03.1995,14:05:56,SAP,,S,  68
001,S_USER_TRANS,A,15.01.1998,13:38:12,SAP,,S,  46
001,S_USER_USER,A,15.01.1998,13:32:54,SAP,,S,  46
001,S_UTIL01,A,26.05.1997,17:09:59,SAP,,C,  74
001,S_UTIL01Z,A,26.05.1997,17:10:22,SAP,,C,  74
001,S_UTIL02,A,26.05.1997,17:10:45,SAP,,C,  74
001,S_UTIL02Z,A,26.05.1997,17:11:16,SAP,,C,  74
001,S_UTIL03,A,26.05.1997,17:11:59,SAP,,C,  74
001,S_UTIL03Z,A,26.05.1997,17:12:25,SAP,,C,  74
001,S_UTIL04,A,26.05.1997,17:12:43,SAP,,C,  74
001,S_UTIL04Z,A,26.05.1997,17:13:07,SAP,,C,  74
001,S_UTIL05,A,26.05.1997,17:13:29,SAP,,C,  38
001,S_UTIL05Z,A,26.05.1997,17:13:50,SAP,,C,  38
001,S_UTIL06,A,26.05.1997,17:14:10,SAP,,C,  38
001,S_UTIL06Z,A,26.05.1997,17:14:29,SAP,,C,  38
001,S_UTIL_AEW,A,05.03.1997,16:37:06,SAP,,S,  24
001,S_UTIL_AEW_D,A,07.03.1997,13:48:21,SAP,,S,  24
001,S_VERSDB_RFC,A,12.07.2001,14:11:12,SAP,,S,  90
001,S_VIEW06,A,24.02.1997,16:57:36,SAP,,S,  24
001,S_VIEW06Z,A,24.02.1997,17:02:57,SAP,,S,  24
001,S_VIEW07,A,25.02.1997,08:23:13,SAP,,S,  46
001,S_VIEW07Z,A,25.02.1997,08:34:21,SAP,,S,  46
001,S_VIEW08,A,25.02.1997,09:12:38,SAP,,S,  68
001,S_VIEW08Z,A,25.02.1997,09:17:47,SAP,,S,  68
001,S_VIEW09,A,25.02.1997,09:52:33,SAP,,S,  90
001,S_VIEW09DB,A,26.02.1997,13:58:56,SAP,,S, 134
001,S_VIEW09Z,A,25.02.1997,10:02:44,SAP,,S,  90
001,S_VIEW09ZDB,A,26.02.1997,14:11:50,SAP,,S, 134
001,S_VIEW10,A,26.02.1997,14:38:16,SAP,,S,  68
001,S_VIEW10Z,A,26.02.1997,14:42:40,SAP,,S,  68
001,S_VMCADMIN_1,A,16.05.2006,15:27:50,SAP,,S, 112
001,S_VMCADMIN_2,A,25.07.2005,19:51:08,SAP,,S,  90
001,S_VMCTRANS,A,16.11.2004,08:18:57,SAP,,S,  24
001,S_WEBDYNP,A,17.01.2011,11:15:13,SAP,,S,  90
001,S_WF_ADM_ALL,A,18.10.1994,16:43:01,SAP,,S,  46
001,S_WF_ALL,A,15.12.1995,11:49:42,SAP,,S, 178
001,S_WF_PRC_ALL,A,09.01.1998,16:42:32,SAP,,S,  24
001,S_XMB_ALL,A,14.01.2005,10:39:15,SAP,,S, 134
001,S_XMI_ALL,A,30.06.1997,16:15:59,SAP,,S,  24
001,S_XMI_XBP_A,A,08.07.1997,13:15:33,SAP,,S,  46
001,S_XMI_XOM_A,A,08.07.1997,13:10:46,SAP,,S,  46
001,S_XMI_XSP_A,A,09.10.2000,14:23:26,SAP,,S,  46
001,S_XPRA_DIC,A,25.04.1997,10:39:55,SAP,,S,  24
001,S_XPRA_ENTW,A,22.04.1997,13:30:26,SAP,,S,  24
001,S_ZENTR,A,15.10.1997,12:37:37,SAP,,C,  14
001,T-NL310001,A,17.07.2017,13:47:17,DEVELOPER,,G,  68
001,T-NL310004,A,15.03.2018,04:31:52,ACLOW,,G,  46
001,T_56184216,A,11.01.1999,10:10:47,SAP,,G, 596
001,T_56184217,A,11.01.1999,10:13:11,SAP,,G, 134
001,T_56184218,A,11.01.1999,10:13:48,SAP,,G, 134
001,T_56184351,A,16.03.1999,09:49:44,SAP,,G, 310
001,T_56184354,A,16.03.1999,09:53:03,SAP,,G,  46
001,T_56184361,A,17.03.1999,11:43:31,SAP,,G, 376
001,T_56184365,A,22.12.2009,15:13:07,SAP,,G,1586
001,T_56184416,A,14.12.1999,11:29:25,SAP,,G, 222
001,T_56184430,A,08.12.1999,09:18:10,SAP,,G, 728
001,T_56184456,A,08.12.1999,09:36:12,SAP,,G, 222
001,T_56184457,A,03.12.1999,11:49:33,SAP,,G, 200
001,T_AA360621,A,19.10.2009,13:37:34,SAP,,G,  90
001,T_AA600042,A,13.02.2009,16:23:12,SAP,,G,  90
001,T_AA600045,A,19.03.2009,09:57:01,SAP,,G,  46
001,T_ALM_CONF,A,05.06.2003,17:35:03,SAP,,G, 112
001,T_ALM_CUST,A,05.06.2003,18:15:17,SAP,,G,  90
001,T_B0960143,A,25.10.2010,18:01:43,SAP,,G, 156
001,T_B0960155,A,25.04.2005,12:14:37,SAP,,G,  24
001,T_B0960197,A,03.03.2004,12:41:30,SAP,,G,  24
001,T_B0960241,A,27.08.2004,08:34:00,SAP,,G,  68
001,T_B0960242,A,27.08.2004,08:35:54,SAP,,G,  68
001,T_B0960243,A,27.08.2004,08:38:03,SAP,,G,  46
001,T_B0960244,A,27.08.2004,08:40:36,SAP,,G,  46
001,T_B0960245,A,27.08.2004,08:41:58,SAP,,G,  68
001,T_B0960681,A,10.03.2009,16:45:40,SAP,,G, 134
001,T_B0960682,A,07.05.2009,12:37:44,SAP,,G, 222
001,T_B3590012,A,03.03.2000,11:07:39,SAP,,G,  24
001,T_B3590016,A,03.03.2000,11:09:30,SAP,,G,  24
001,T_B3590017,A,03.03.2000,10:23:14,SAP,,G,  24
001,T_B3640012,A,09.11.2010,09:58:16,SAP,,G,  24
001,T_B3640013,A,09.11.2010,10:00:55,SAP,,G,  24
001,T_B3640014,A,01.12.2010,09:55:36,SAP,,G,  24
001,T_B3640015,A,01.12.2010,09:54:40,SAP,,G,  24
001,T_B3640016,A,01.12.2010,09:52:57,SAP,,G,  24
001,T_B3640017,A,09.11.2010,10:07:38,SAP,,G,  24
001,T_B3640018,A,09.11.2010,10:09:31,SAP,,G,  24
001,T_B3640020,A,03.12.2010,06:58:39,SAP,,G,  46
001,T_B3640026,A,03.12.2010,10:13:00,SAP,,G,  46
001,T_BA620009,A,27.01.2009,13:28:20,SAP,,G, 706
001,T_BA620010,A,21.02.2005,14:07:45,SAP,,G, 376
001,T_BA760008,A,27.01.2009,11:10:06,SAP,,G, 552
001,T_BA800045,A,18.04.2008,03:49:58,SAP,,G, 178
001,T_BA800053,A,07.04.2009,14:35:43,SAP,,G, 904
001,T_BA800057,A,16.04.2011,00:51:05,SAP,,G, 244
001,T_BA800099,A,07.04.2009,14:35:44,SAP,,G, 508
001,T_BA800107,A,07.04.2009,14:35:53,SAP,,G, 266
001,T_BA800112,A,18.10.2011,17:23:20,SAP,,G, 464
001,T_BA850005,A,30.01.2007,13:48:57,SAP,,G, 134
001,T_BA850009,A,10.09.2007,17:20:18,SAP,,G, 706
001,T_BA850010,A,25.03.2009,15:43:21,SAP,,G,  68
001,T_BA850041,A,09.11.2006,09:04:06,SAP,,G, 882
001,T_BA850042,A,02.11.2006,17:11:51,SAP,,G,  68
001,T_BA850044,A,14.11.2006,09:22:19,SAP,,G, 200
001,T_BE060028,A,08.12.1999,09:27:35,SAP,,G, 442
001,T_BE110941,A,09.01.2004,09:03:40,SAP,,G, 112
001,T_BE110997,A,27.12.2004,12:47:22,SAP,,G,  90
001,T_BE111057,A,10.06.2010,10:57:40,SAP,,G,  46
001,T_BE111413,A,16.04.2011,00:55:14,SAP,,G, 244
001,T_BE111414,A,16.04.2011,00:53:38,SAP,,G, 244
001,T_BE111415,A,16.04.2011,00:54:34,SAP,,G, 156
001,T_BE111416,A,16.04.2011,00:56:05,SAP,,G, 156
001,T_BE111659,A,19.05.2003,11:54:46,SAP,,G, 112
001,T_BE111685,A,07.07.2003,10:18:35,SAP,,G, 112
001,T_BE112107,A,16.04.2011,00:52:16,SAP,,G, 222
001,T_BE112323,A,19.03.2009,15:02:12,SAP,,G,  46
001,T_BE112353,A,26.05.2004,17:31:51,SAP,,G,  68
001,T_BE112483,A,26.05.2004,17:40:29,SAP,,G,  90
001,T_BE112637,A,13.08.2004,15:43:15,SAP,,G,  46
001,T_BE114236,A,28.04.2008,10:51:36,SAP,,G, 134
001,T_BE114249,A,12.06.2008,10:17:54,SAP,,G, 332
001,T_BE420028,A,19.08.2003,13:00:01,SAP,,G,  46
001,T_BE420029,A,19.08.2003,13:15:27,SAP,,G,  46
001,T_BE420030,A,19.08.2003,13:20:35,SAP,,G,  90
001,T_BE420045,A,16.12.2004,09:51:28,SAP,,G, 266
001,T_BE420334,A,29.07.2011,17:18:21,SAP,,G,  68
001,T_BI560001,A,01.02.2005,13:33:01,SAP,,G, 310
001,T_BI560002,A,10.09.2008,10:47:54,SAP,,G, 684
001,T_BI560003,A,30.03.2007,12:23:56,SAP,,G, 486
001,T_BI560004,A,30.03.2007,12:22:59,SAP,,G, 376
001,T_BI560013,A,24.03.2004,17:16:28,SAP,,G, 244
001,T_BI560014,A,24.03.2004,17:16:32,SAP,,G, 112
001,T_BI560019,A,19.01.2005,17:00:48,SAP,,G, 156
001,T_BI660009,A,19.03.2012,16:19:56,SAP,,G,1388
001,T_BI660062,A,11.01.2005,17:31:29,SAP,,G, 156
001,T_BI660066,A,13.07.2005,12:30:52,SAP,,G,  90
001,T_BI660069,A,27.09.2010,19:02:15,SAP,,G, 684
001,T_BI660070,A,25.01.2006,10:39:34,SAP,,G, 178
001,T_BI660089,A,30.07.2005,02:10:55,SAP,,G,  68
001,T_C4090054,A,09.11.2010,09:47:49,SAP,,G,  24
001,T_C4880021,A,09.02.2017,23:33:41,SAP,,G, 222
001,T_C4880023,A,10.02.2017,00:16:26,SAP,,G,  24
001,T_C4880024,A,10.02.2017,00:16:26,SAP,,G,  24
001,T_C4880025,A,10.02.2017,00:16:26,SAP,,G,  68
001,T_C4880026,A,14.02.2017,14:07:35,SAP,,G,  46
001,T_C4880027,A,10.02.2017,09:48:48,SAP,,G,  90
001,T_C4880028,A,14.02.2017,14:04:16,SAP,,G, 112
001,T_EF056734,A,02.07.2013,13:47:27,SAP,,G, 464
001,T_EF107516,A,06.12.2010,07:41:50,SAP,,G,  24
001,T_EF107517,A,06.12.2010,07:43:59,SAP,,G,  24
001,T_EF107526,A,23.02.2011,03:17:52,SAP,,G,  46
001,T_EF107527,A,23.02.2011,11:01:01,SAP,,G,  46
001,T_EF107530,A,09.03.2011,13:47:09,SAP,,G,  24
001,T_EF107531,A,09.03.2011,13:51:00,SAP,,G, 112
001,T_EF107532,A,09.03.2011,13:56:05,SAP,,G, 156
001,T_EF107534,A,15.03.2011,14:14:26,SAP,,G,  24
001,T_EW350012,A,27.01.2009,13:26:29,SAP,,G, 662
001,T_EW350013,A,21.02.2005,13:59:06,SAP,,G, 310
001,T_EZ980004,A,05.04.2007,11:43:50,SAP,,G,  24
001,T_EZ980005,A,13.08.2010,10:24:27,SAP,,G, 464
001,T_EZ980006,A,13.08.2010,10:26:18,SAP,,G, 376
001,T_EZ980007,A,27.01.2009,11:10:13,SAP,,G,  46
001,T_EZ980008,A,15.01.2009,14:02:18,SAP,,G,  46
001,T_EZ980009,A,13.08.2010,10:30:42,SAP,,G, 288
001,T_EZ980010,A,13.05.2011,15:50:32,SAP,,G, 332
001,T_K1300002,A,05.06.2008,16:25:49,SAP,,G,  68
001,T_K1300003,A,05.06.2008,16:26:26,SAP,,G,3126
001,T_K1300004,A,12.08.2008,08:16:15,SAP,,G,1080
001,T_KM170002,A,16.10.2007,17:08:13,SAP,,G, 530
001,T_KM170004,A,16.10.2007,17:02:45,SAP,,G, 662
001,T_KM170005,A,16.10.2007,17:16:04,SAP,,G, 992
001,T_KM170006,A,16.10.2007,17:07:17,SAP,,G, 706
001,T_KW650276,A,13.08.2013,10:24:39,SAP,,G,  24
001,T_KW650277,A,13.08.2013,10:27:11,SAP,,G,  24
001,T_LA930056,A,13.08.2010,10:28:47,SAP,,G, 486
001,T_LA930098,A,15.03.2012,11:41:14,SAP,,G, 134
001,T_LA930134,A,15.12.2008,13:25:52,SAP,,G,  24
001,T_LA930135,A,10.01.2011,17:43:43,SAP,,G,  68
001,T_LA930136,A,10.01.2011,17:44:02,SAP,,G,  68
001,T_LA930142,A,15.01.2009,14:02:18,SAP,,G, 134
001,T_LA930159,A,15.01.2009,14:02:23,SAP,,G,  68
001,T_P3510008,A,17.09.2010,17:39:26,SAP,,G, 266
001,T_P3510009,A,17.09.2010,17:38:36,SAP,,G, 310
001,T_P3510010,A,17.09.2010,17:43:22,SAP,,G, 134
001,T_R1880002,A,09.02.2007,08:38:55,SAP,,G,3302
001,T_R18800021,A,09.02.2007,08:38:55,SAP,,G,3302
001,T_R18800022,A,09.02.2007,08:38:55,SAP,,G,1586
001,T_R1880003,A,09.02.2007,08:38:23,SAP,,G, 398
001,T_R1880004,A,09.02.2007,08:37:47,SAP,,G,1124
001,T_R1880005,A,09.02.2007,08:36:54,SAP,,G,1762
001,T_S3420022,A,08.10.2010,12:55:20,SAP,,G,  68
001,T_S3420032,A,13.05.2011,16:19:52,SAP,,G,  90
001,T_S3420034,A,13.05.2011,17:14:29,SAP,,G, 134
001,T_S3420035,A,13.05.2011,17:16:47,SAP,,G,  90
001,T_S9450010,A,20.07.2011,10:23:30,SAP,,G,  90
001,T_S9450012,A,15.11.2011,16:41:42,SAP,,G, 266
001,T_S9450018,A,21.07.2011,13:11:33,SAP,,G,  46
001,T_S9450019,A,21.07.2011,13:17:07,SAP,,G,  46
001,T_S9450020,A,21.07.2011,13:18:38,SAP,,G,  46
001,T_S9450021,A,21.07.2011,13:28:45,SAP,,G,  46
001,T_S9450107,A,17.01.2012,11:59:55,SAP,,G,  24
001,T_S9450168,A,02.08.2012,13:54:36,SAP,,G, 200
001,T_TAMO_RFC,A,03.11.2010,10:28:52,SAP,,G,  46
001,T_TIM_RFC_,A,17.11.2010,10:41:46,SAP,,G, 134
001,T_TRANCOOR,A,03.11.2010,10:51:11,SAP,,G, 112
001,T_TRANSLAT,A,26.05.2010,19:02:15,SAP,,G, 574
001,T_TRANSLBI,A,03.11.2010,10:45:29,SAP,,G, 112
001,T_TRANST62,A,29.08.2003,15:52:11,SAP,,G,  90
001,T_TRAN_ENV,A,06.04.2011,14:53:54,SAP,,G, 618
001,T_TRAN_RFC,A,21.03.2011,10:02:27,SAP,,G, 178
001,T_TRAPACOO,A,22.02.2011,15:13:06,SAP,,G, 112
001,T_TRASUPCO,A,03.11.2010,10:54:26,SAP,,G, 178
001,T_UA140212,A,04.03.2013,14:01:37,SAP,,G, 200
001,T_X1940102,A,07.03.2012,09:39:55,SAP,,G,  68
001,T_X1940113,A,08.04.2011,14:38:57,SAP,,G,  24
001,T_X1990086,A,04.11.2010,02:00:52,SAP,,G,  46
001,T_X1990087,A,04.11.2010,02:00:59,SAP,,G,  46
001,T_X1990089,A,04.11.2010,02:01:01,SAP,,G, 134
001,T_X1990090,A,27.09.2010,19:12:15,SAP,,G, 310
001,T_X1990091,A,04.11.2010,02:00:50,SAP,,G, 442
001,T_X1990092,A,04.11.2010,02:00:53,SAP,,G, 332
001,T_Y1620038,A,27.01.2005,15:35:44,SAP,,G, 200
001,T_Y1620039,A,23.08.2004,09:16:24,SAP,,G, 134
001,T_Y1620046,A,25.03.2009,17:23:31,SAP,,G, 266
001,T_Y2190016,A,07.04.2009,14:35:41,SAP,,G, 156
001,T_Y2190041,A,07.04.2009,14:35:52,SAP,,G, 398
001,T_Y2190087,A,29.05.2009,15:48:46,SAP,,G, 464
001,T_Y2190088,A,29.05.2009,15:48:13,SAP,,G, 508
001,T_Y2190096,A,22.07.2010,10:14:54,SAP,,G, 156
001,T_Y2190097,A,22.07.2010,10:16:22,SAP,,G,  90
001,T_Y2190098,A,22.07.2010,10:29:13,SAP,,G, 112
001,T_Y2190099,A,22.07.2010,10:15:38,SAP,,G,  90
001,T_Y2190100,A,15.07.2009,16:32:36,SAP,,G,  24
001,T_Y2190125,A,25.11.2009,13:52:22,SAP,,G,  46
001,T_Y2190136,A,26.11.2009,16:22:10,SAP,,G,  68
001,T_Y2190144,A,07.12.2009,11:03:42,SAP,,G, 200
001,T_Y2190160,A,14.12.2009,17:23:41,SAP,,G, 112
001,T_Y2190173,A,18.02.2010,08:48:19,SAP,,G,  90
001,T_Y2670002,A,27.01.2005,15:37:45,SAP,,G, 156
001,T_Y3670002,A,10.02.2010,13:28:04,SAP,,G, 310
001,T_Y3670011,A,03.03.2010,15:48:10,SAP,,G,  46
001,T_Y3670039,A,22.03.2010,17:17:38,SAP,,G,  24
001,T_Y3670065,A,12.04.2011,17:51:55,SAP,,G, 156
001,T_Y3670068,A,17.05.2010,08:25:15,SAP,,G,  90
001,T_Y3670087,A,10.06.2010,11:56:51,SAP,,G,  90
001,T_Y3670098,A,04.10.2010,09:56:03,SAP,,G,  46
001,T_Y3670100,A,25.09.2010,00:48:31,SAP,,G,  46
001,T_Y3670101,A,25.09.2010,00:52:35,SAP,,G,  68
001,T_Y3670126,A,31.01.2011,11:35:28,SAP,,G, 838
001,T_Y3670127,A,02.12.2010,11:02:14,SAP,,G,  24
001,T_Y3670128,A,02.12.2010,11:02:35,SAP,,G,  24
001,T_Y3670129,A,02.12.2010,11:02:57,SAP,,G,  24
001,T_Y3670158,A,17.02.2011,09:50:58,SAP,,G,  46
001,T_Y3670176,A,16.03.2011,06:35:00,SAP,,G,  24
001,T_Y3670181,A,23.03.2011,12:13:39,SAP,,G,  24
001,T_Y3670203,A,04.04.2011,16:21:28,SAP,,G,  90
001,T_Y3670204,A,19.09.2013,14:33:41,SAP,,G, 200
001,T_Y3670206,A,19.09.2013,14:22:33,SAP,,G, 156
001,T_Y3670207,A,19.09.2013,14:36:39,SAP,,G,  90
001,T_Y3670210,A,03.05.2011,14:46:44,SAP,,G, 178
001,T_Y3670211,A,03.05.2011,14:44:35,SAP,,G, 178
001,T_Y3670212,A,19.09.2013,14:37:52,SAP,,G, 134
001,T_Y3670213,A,13.04.2011,14:44:58,SAP,,G,  24
001,T_Y3670241,A,20.07.2011,09:56:16,SAP,,G, 310
001,T_Y3670242,A,21.07.2011,13:07:24,SAP,,G, 244
001,T_Y3670269,A,19.09.2013,14:35:24,SAP,,G,  68
001,T_Y3670471,A,08.09.2015,18:20:06,SAP,,G,  24
001,T_Y3670529,A,23.03.2011,12:20:10,SAP,,G,  24
001,T_Y3670656,A,20.07.2011,13:52:23,SAP,,G,  90
001,T_Y3670657,A,19.07.2011,12:15:22,SAP,,G, 112
001,T_Y3670658,A,19.03.2012,17:21:15,SAP,,G, 134
001,T_Y3670659,A,20.07.2011,13:57:00,SAP,,G, 222
001,T_Y3670660,A,19.07.2011,12:16:05,SAP,,G,  24
001,T_Y3670661,A,19.07.2011,12:16:18,SAP,,G,  24
001,T_Y3670662,A,19.07.2011,12:16:29,SAP,,G,  90
001,T_Y3670663,A,19.07.2011,12:16:37,SAP,,G,  24
001,T_Y3670759,A,21.07.2011,10:08:16,SAP,,G,  90
001,T_YA670098,A,27.09.2005,11:33:05,SAP,,G,  24
001,T_YA670101,A,30.09.2005,11:34:23,SAP,,G,  46
001,T_YA670102,A,30.09.2005,11:35:04,SAP,,G, 156
001,T_YA670111,A,07.11.2005,15:48:36,SAP,,G, 508
001,T_YA670153,A,16.06.2006,15:28:39,SAP,,G,  24
001,T_YA670154,A,16.06.2006,15:28:41,SAP,,G,  24
001,T_YA670184,A,15.04.2008,15:37:15,SAP,,G, 112
001,T_YA670222,A,17.11.2006,17:06:17,SAP,,G, 112
001,T_YA670500,A,20.06.2007,10:14:26,SAP,,G,  68
001,T_YA670501,A,20.06.2007,10:16:53,SAP,,G,  68
001,T_YA670502,A,21.06.2007,10:52:55,SAP,,G,  46
001,T_YA670503,A,21.06.2007,10:54:41,SAP,,G,  68
001,T_YA670504,A,23.10.2007,10:37:04,SAP,,G, 244
001,T_YB250030,A,22.04.2008,10:38:08,SAP,,G, 156
001,T_YB250045,A,15.03.2006,17:07:34,SAP,,G, 266
001,T_YB250050,A,03.03.2005,11:29:36,SAP,,G,  24
001,T_YD160050,A,07.03.2012,09:51:35,SAP,,G, 706
001,Z_TRANS_P_D,A,15.10.1997,12:30:17,SAP,,S,  46
001,Z_TRANS_P_P,A,15.10.1997,12:33:15,SAP,,S,  46
001,Z_TRANS_P_Q,A,13.10.1997,10:15:48,SAP,,S,  46
001,Z_TRANS_RFC,A,25.09.1997,10:54:25,SAP,,S,  90
001,TEST_PROF_1,A,25.09.1997,10:54:25,TEST,,S,  90
001,TEST_PROF_2,A,25.09.1997,10:54:25,TEST,,S,  90
001,TEST_PROF,A,25.09.1997,10:54:25,TEST,,S,  90